Dist_Name,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Fatalities_per_1000,Injured_per_1000,Impact_Score,Impact_Level,Dist_Name_clean,Flood_Count,Avg_Flood_Duration,Max_Flood_Duration,Total_Flood_Duration,Districts_clean,Event_Impact,DFSI,Population_Density,Supply_Priority_Score,Supply_Priority_Level
Bilaspur,111,9,2180689,5.0,0.050901343566184816,0.004127135964825795,0.5275142397655053,Low,bilaspur,10.0,1.8,7.0,18.0,bilaspur,10.3,0,0.16268944534309837,0.052268771671668726,Low
Sukma,0,0,259382,1.0,0.0,0.0,0.1,Low,sukma,1.0,1.0,1.0,1.0,sukma,0.0,0,0.019351092114457194,0.0031897986484220207,Low
North,19,9,2128488,3.0,0.008926524368471892,0.004228353648223528,0.3065774390083478,Low,north,2.0,4.0,7.0,8.0,north,2.3,0,0.15879501026484785,0.011760567540142404,Low
North East,2,7,1444919,3.0,0.0013841606346099678,0.004844562221134887,0.30311436142787246,Low,north east,1.0,1.0,1.0,1.0,north east,0.8999999999999999,0,0.10779761381641507,0.0061210279948603575,Low
West,2,6,3053772,3.0,0.0006549277418222447,0.001964783225466734,0.30130985548364453,Low,west,1.0,1.0,1.0,1.0,west,0.6,0,0.2278254592398477,0.005816349147968364,Low
South West,13,4,1719303,3.0,0.007561203580753364,0.0023265241786933426,0.3049438638797234,Low,south west,0.0,0.0,0.0,0.0,,0.0,0,0.12826792424170758,0.001446091786568897,Low
Central,5,13,1667718,3.0,0.0029981087929733924,0.0077950828617308204,0.3053965958273521,Low,central,1.0,1.0,1.0,1.0,central,3.9,0,0.12441944560123032,0.01104587107961485,Low
New Delhi,21,20,1064852,3.0,0.01972105043705604,0.018781952797196227,0.3192515016171262,Low,new delhi,12.0,1.75,7.0,21.0,new delhi,12.6,0,0.07944286473334299,0.061031519130008954,Low
South,2,4,1636592,3.0,0.0012220516781213642,0.0024441033562427284,0.3018330775171821,Low,south,0.0,0.0,0.0,0.0,,0.0,0,0.12209730261075837,0.0014157952125687329,Low
Shahdara,2,4,1645700,3.0,0.0012152883271556176,0.0024305766543112352,0.3018229324907335,Low,shahdara,0.0,0.0,0.0,0.0,,0.0,0,0.12277680136926311,0.0014168351442578732,Low
South East,2,4,1758195,3.0,0.0011375302511951178,0.0022750605023902355,0.3017062953767927,Low,south east,0.0,0.0,0.0,0.0,,0.0,0,0.1311694466083925,0.0014297360028902647,Low
North West,2,4,2287355,3.0,0.0008743723645870448,0.0017487447291740896,0.30131155854688063,Low,north west,3.0,1.0,1.0,3.0,north westduar,2.0,0,0.17064722032933757,0.014512568485895551,Low
North Goa,7,4,718288,4.0,0.009745394604949546,0.005568796917114026,0.4076570957610318,Low,north goa,13.0,4.0,31.0,52.0,north goa,2.0,0,0.05358759379104652,0.0475672743622182,Low
South Goa,2,4,857449,16.0,0.0023325002419969003,0.004665000483993801,1.6034987503629954,Low,south goa,14.0,19.285714285714285,214.0,270.0,south goa,0.4,0,0.06396964547443233,0.05602084478866473,Low
Valsad,126,2,2077846,17.0,0.06063972017175479,0.0009625352408215047,1.7308011277062882,Low,valsad,3.0,2.3333333333333335,5.0,7.0,valsad,2.0,0,0.1550168837685592,0.023793924573402677,Low
Amreli,224,10,1650731,18.0,0.13569745767178298,0.006057922217490312,1.8708776899446367,Low,amreli,3.0,1.3333333333333333,2.0,4.0,amreli,0.4,0,0.12315213714594705,0.022049809522501525,Low
The Dangs,68,4,274863,24.0,0.2473959754495876,0.014552704438211037,2.5309743399438998,Low,the dangs,0.0,0.0,0.0,0.0,,0.0,0,0.020506046031937637,0.01576342858894066,Low
Banas Kantha,109,2,3729629,18.0,0.029225426979466323,0.0005362463665957123,1.8148808366730311,Low,banas kantha,0.0,0.0,0.0,0.0,,0.0,0,0.27824750496083334,0.01152076047538583,Low
Patan,48,2,1464752,25.0,0.032770052541317575,0.0013654188558882322,2.517067735698603,Low,patan,0.0,0.0,0.0,0.0,,0.0,0,0.10927724698257937,0.015817376475785596,Low
Mahesana,68,3,2169424,26.0,0.03134472560458444,0.0013828555413787254,2.6163637905729815,Low,mahesana,0.0,0.0,0.0,0.0,,0.0,0,0.16184902444778043,0.01654941882834213,Low
Gandhinagar,49,2,1324292,25.0,0.03700090312408442,0.0015102409438401802,2.519255572033962,Low,gandhinagar,1.0,1.0,1.0,1.0,gandhinagar,0.0,0,0.09879828391499312,0.019069851207967486,Low
Ahmadabad,177,23,8738876,12.0,0.02025432103625226,0.002631917422789842,1.2114431192295212,Low,ahmadabad,11.0,1.2727272727272727,3.0,14.0,ahmedabad,22.7,0,0.6519604076336031,0.08095596351310017,Low
Panch Mahals,86,2,1953336,22.0,0.044027243648814135,0.001023889387181724,2.222525566517998,Low,panch mahals,2.0,1.0,1.0,2.0,panch mahals,0.0,0,0.14572786417903077,0.02046964003670468,Low
Dohad,25,0,2742293,25.0,0.009116458379903242,0.0,2.5045582291899517,Low,dohad,0.0,0.0,0.0,0.0,,0.0,0,0.20458769092624454,0.015891063825228143,Low
Vadodara,105,3,3437852,13.0,0.030542327011168605,0.0008726379146048172,1.3157074824628867,Low,vadodara,3.0,1.0,1.0,3.0,vadodara,4.3,0,0.256479596609907,0.025000151734725362,Low
Bharuch,233,56,1704669,14.0,0.13668342651857926,0.032850952296310895,1.4847671894074452,Low,bharuch,6.0,3.5,7.0,21.0,bharuch,25.0,0,0.1271761604261654,0.06934844462846598,Low
Porbandar,49,2,660431,12.0,0.07419397332953782,0.003028325442021952,1.23861114938578,Low,porbandar,1.0,1.0,1.0,1.0,porbandar,0.3,0,0.049271195056877805,0.011139802317598127,Low
Narmada,47,0,694589,11.0,0.06766591466320371,0.0,1.133832957331602,Low,narmada,1.0,1.0,1.0,1.0,narmada,0.0,0,0.0518195392150909,0.009973491005934637,Low
Surat,215,9,8228098,11.0,0.02612997560311022,0.0010938129322232185,1.1136118942676667,Low,surat,8.0,2.125,8.0,17.0,surat,4.6,0,0.6138540157943921,0.041030798065825796,Low
Tapi,45,3,952637,18.0,0.0472373002518273,0.0031491533501218196,1.8251932268009745,Low,tapi,2.0,1.5,2.0,3.0,tapi,0.0,0,0.07107110878411053,0.01776126412191396,Low
Aravalli,39,1,1276998,24.0,0.03054037672729323,0.0007830865827511084,2.4156617316550224,Low,aravalli,0.0,0.0,0.0,0.0,,0.0,0,0.09526993364218646,0.015134366337535355,Low
Botad,38,1,737921,17.0,0.05149602735252148,0.0013551586145400388,1.726425592983531,Low,botad,0.0,0.0,0.0,0.0,,0.0,0,0.05505230603585587,0.010581583943891852,Low
Chota Udaipur,22,0,1206205,16.0,0.018239022388399983,0.0,1.6091195111942,Low,chota udaipur,1.0,1.0,1.0,1.0,chota udaipur,0.0,0,0.08998844971477912,0.013130004352585278,Low
Mahisagar,33,1,1041596,25.0,0.03168214931700966,0.0009600651308184746,2.516321107223914,Low,mahisagar,0.0,0.0,0.0,0.0,,0.0,0,0.0777078599981886,0.015761131793895773,Low
Gir Somnath,62,5,1353212,20.0,0.045816915605241454,0.0036949125488097948,2.0247559140770255,Low,gir somnath,3.0,1.3333333333333333,2.0,4.0,gir somnath,0.0,0,0.1009558491429199,0.022364460012655508,Low
Sabar Kantha,91,0,1581118,16.0,0.05755421164011794,0.0,1.628777105820059,Low,sabar kantha,0.0,0.0,0.0,0.0,,0.0,0,0.11795868665453396,0.010048225456560972,Low
Kachchh,123,10,2654359,24.0,0.04633887126797845,0.0037673879079657274,2.4250531295879725,Low,kachchh,1.0,2.0,2.0,2.0,kachchh,0.0,0,0.19802740943411062,0.01861804892134086,Low
Surendranagar,109,5,1806637,13.0,0.060333094030510834,0.0027675731206656343,1.3315503335755883,Low,surendranagar,2.0,1.0,1.0,2.0,surendranagar,0.4,0,0.13478344296977662,0.015302124146103832,Low
Rajkot,1726,8,3534875,18.0,0.48827752042151423,0.0022631634781993706,2.045270341949857,Low,rajkot,5.0,1.0,1.0,5.0,rajkot,596.4,0,0.2637179593730169,0.9999999999999999,High
Kheda,102,6,2023119,15.0,0.05041720234944163,0.0029657177852612723,1.5266914600673513,Low,kheda,3.0,1.0,1.0,3.0,kheda,5.1,0,0.15093399745359556,0.027504102477375374,Low
Anand,42,1,2767476,22.0,0.015176283371563114,0.00036134008027531226,2.2077688117259195,Low,anand,1.0,1.0,1.0,1.0,anand,0.8,0,0.20646645873865394,0.018519253864389715,Low
Bhavnagar,225,6,2765060,14.0,0.08137255611089814,0.00216993482962395,1.4417712454702611,Low,bhavnagar,3.0,5.666666666666667,7.0,17.0,bhavnagar,0.0,0,0.20628621400868608,0.01874033582940797,Low
Junagadh,272,12,1644700,16.0,0.16537970450538092,0.007296163434060923,1.686337933969721,Low,junagadh,5.0,1.6,3.0,8.0,junagadh,1.7999999999999998,0,0.12270219676248832,0.029636891591481744,Low
Jamnagar,236,8,1509267,20.0,0.15636729617754844,0.005300586311103337,2.0808339412443257,Low,jamnagar,1.0,1.0,1.0,1.0,jamnagar,16.0,0,0.11259827105315892,0.04228022989861603,Low
Devbhumi Dwarka,59,2,898223,20.0,0.06568524742742059,0.0022266185568617144,2.033955932992141,Low,devbhumi dwarka,2.0,2.0,3.0,4.0,devbhumi dwarka dwarka,2.0,0,0.0670115737110674,0.022369108236874637,Low
Morbi,48,2,1099951,21.0,0.043638307524607914,0.0018182628135253297,2.1227282851690665,Low,morbi,1.0,1.0,1.0,1.0,morbi,1.2000000000000002,0,0.08206141182653116,0.018414161567674742,Low
Navsari,79,6,1457183,21.0,0.05421419272665136,0.004117533624808964,2.1291658631757304,Low,navsari,3.0,2.0,3.0,6.0,navsari,0.4,0,0.10871256471390103,0.023707911147252597,Low
Jhajjar,4,0,999200,7.0,0.0040032025620496394,0.0,0.7020016012810248,Low,jhajjar,0.0,0.0,0.0,0.0,,0.0,0,0.07454492308936483,0.003943723427254421,Low
Gurugram,9,0,2517256,7.0,0.0035753216995013616,0.0,0.7017876608497507,Low,gurugram,2.0,2.5,4.0,5.0,gurugram,0.4,0,0.18779889403146732,0.01128829831464823,Low
Faridabad,14,2,2383525,7.0,0.005873653517374477,0.0008390933596249252,0.7033563734384998,Low,faridabad,1.0,4.0,4.0,4.0,faridabad,0.0,0,0.1778219453628686,0.007375928605789301,Low
Mahendragarh,2,0,970462,7.0,0.0020608740991404093,0.0,0.7010304370495702,Low,mahendragarh,0.0,0.0,0.0,0.0,,0.0,0,0.07240093589987107,0.003933910944817939,Low
Rewari,5,0,1012074,6.0,0.004940350211545796,0.0,0.6024701751057729,Low,rewari,1.0,1.0,1.0,1.0,rewari,0.8,0,0.0755053827969834,0.007854681410557245,Low
Nuh,2,0,1279625,7.0,0.0015629578978216274,0.0,0.7007814789489109,Low,nuh,0.0,0.0,0.0,0.0,,0.0,0,0.09546591994418381,0.003969831652481205,Low
Palwal,2,0,1312139,7.0,0.0015242287593006533,0.0,0.7007621143796504,Low,palwal,0.0,0.0,0.0,0.0,,0.0,0,0.09789161412885916,0.003973653743014274,Low
Charki Dadri,2,0,545880,7.0,0.003663808895727999,0.0,0.701831904447864,Low,charki dadri,0.0,0.0,0.0,0.0,,0.0,0,0.04072516274621945,0.0038875720959305133,Low
Yamunanagar,11,5,1366309,5.0,0.00805088746396313,0.0036594943018014225,0.5058551908828822,Low,yamunanagar,4.0,1.75,4.0,7.0,yamunanagar,0.4,0,0.10193294567784925,0.016383479812699057,Low
Kurukshetra,17,0,1080970,7.0,0.01572661590978473,0.0,0.7078633079548924,Low,kurukshetra,2.0,2.5,4.0,5.0,kurukshetra,0.0,0,0.08064534178533897,0.010502389159728483,Low
Kaithal,30,3,1238219,6.0,0.024228347327895954,0.0024228347327895955,0.6133255910303429,Low,kaithal,0.0,0.0,0.0,0.0,,0.0,0,0.09237684159606709,0.003395415761035246,Low
Sirsa,44,5,1511023,6.0,0.029119344973570885,0.003309016474269419,0.6162141807239202,Low,sirsa,3.0,3.0,5.0,9.0,sirsa,6.400000000000001,0,0.11272927674265544,0.023630126043152736,Low
Karnal,27,7,1700198,6.0,0.0158805033296122,0.004117167529899459,0.609998835429756,Low,karnal,2.0,2.5,4.0,5.0,karnal,0.8999999999999999,0,0.12684260322927532,0.011405307002283933,Low
Jind,31,6,1489426,6.0,0.020813387170628146,0.0040283975168957705,0.6124208923437621,Low,jind,2.0,1.0,1.0,2.0,jind,0.0,0,0.1111180410501404,0.009930602997656766,Low
Fatehabad,4,6,1056284,6.0,0.0037868603519508014,0.005680290527926201,0.6047335754399386,Low,fatehabad,1.0,1.0,1.0,1.0,fatehabad,2.5999999999999996,0,0.07880365246249664,0.010804543861015373,Low
Hisar,54,3,1943429,8.0,0.027785939182753783,0.0015436632879307656,0.8146648012353424,Low,hisar,0.0,0.0,0.0,0.0,,0.0,0,0.14498875633971298,0.00479188289095521,Low
Panipat,19,0,1456085,6.0,0.013048688778471037,0.0,0.6065243443892356,Low,panipat,4.0,3.25,7.0,13.0,panipat,1.2000000000000002,0,0.10863064885566232,0.018351909864250546,Low
Sonipat,22,5,1771137,6.0,0.012421399360975464,0.002823045309312605,0.6076222223351441,Low,sonipat,2.0,1.0,1.0,2.0,sonipat,2.5,0,0.13213497942927177,0.014002677331395466,Low
Bhiwani,31,6,1296415,5.0,0.023912096049490326,0.004628147622481998,0.5142701218359862,Low,bhiwani,3.0,2.0,4.0,6.0,bhiwani,0.8,0,0.09671853129193245,0.01382554928897542,Low
Rohtak,52,5,1194736,7.0,0.0435242597527822,0.0041850249762290575,0.7238546423645057,Low,rohtak,2.0,1.0,1.0,2.0,rohtak,0.0,0,0.08913280947967912,0.010620316485708164,Low
Panchkula,18,6,597239,4.0,0.030138688196852517,0.01004622939895084,0.4200924587979017,Low,panchkula,7.0,1.7142857142857142,4.0,12.0,panchkula,5.2,0,0.04455678074556561,0.03331027538104221,Low
Ambala,36,11,1296203,5.0,0.027773427464679527,0.00848632505865208,0.5181298762616658,Low,ambala,6.0,1.5,4.0,9.0,ambala,3.9000000000000004,0,0.0967027151152962,0.0286622071435827,Low
Lahul & Spiti,58,1,31023,6.0,1.8695806337233665,0.03223414885729942,1.550907391290333,Low,lahul & spiti,7.0,1.5714285714285714,3.0,11.0,lahul and spiti,5.0,0,0.0023144587159741443,0.04027824484850388,Low
Chamba,125,13,586226,5.0,0.21322834538215638,0.022175747919744263,0.6177020466509503,Low,chamba,19.0,1.263157894736842,3.0,24.0,chamba,22.400000000000002,0,0.04373516021115491,0.10165439535320418,Low
Kangra,173,58,1693351,4.0,0.10216428844344734,0.03425161115445056,0.468207949798949,Low,kangra,29.0,1.4482758620689655,5.0,42.0,kangra,39.300000000000004,0,0.12633178548668839,0.16087558011933595,Low
Kullu,371,205,460044,4.0,0.8064446009512134,0.44560955039083217,1.0260270756710228,Low,kullu,35.0,1.4285714285714286,7.0,50.0,kullu,165.5,0,0.03432140171909903,0.3892978517958045,Medium
Mandi,187,26,1131583,4.0,0.16525522210920454,0.02297666189753646,0.4941159420033705,Low,mandi,27.0,1.5555555555555556,5.0,42.0,mandi,46.0,0,0.08442130474803115,0.1653706777031196,Low
Kinnaur,225,64,87703,5.0,2.5654766655644616,0.7297355848716691,2.1476061252180654,Low,kinnaur,14.0,1.6428571428571428,7.0,23.0,kinnaur,36.3,0,0.006543047827968939,0.1179022216108076,Low
Una,65,5,573625,6.0,0.11331444759206799,0.008716495968620615,0.6610154717803444,Low,una,6.0,2.0,3.0,12.0,una,0.8,0,0.04279506756118585,0.02445903752079157,Low
Shimla,355,172,904737,4.0,0.3923792218070003,0.19011049619944803,0.6912448590032242,Low,shimla,37.0,1.5675675675675675,7.0,58.0,shimla,103.5,0,0.06749754811959835,0.2927689128975139,Low
Solan,116,15,678073,5.0,0.1710730260606159,0.022121511990596882,0.5965972690256064,Low,solan,16.0,2.0,7.0,32.0,solan,7.9,0,0.05058736952959856,0.0681614556571043,Low
Sirmaur,84,14,564300,5.0,0.14885699096225413,0.02480949849370902,0.5868332447279816,Low,sirmaur,14.0,1.2857142857142858,3.0,18.0,sirmaur,9.1,0,0.04209937960301098,0.06352666949167501,Low
Hamirpur,219,20,502514,10.0,0.43580875358696475,0.03979988617232555,1.2378043198796451,Low,hamirpur,26.0,1.5384615384615385,6.0,40.0,hamirpur,16.6,0,0.03748985936882414,0.11902812694698278,Low
Bilaspur,111,9,517758,5.0,0.21438587139165402,0.01738263822094492,0.6158842548062995,Low,bilaspur,10.0,1.8,7.0,18.0,bilaspur,10.3,0,0.03862713199449896,0.05264218193908154,Low
Kupwara,37,2,1053524,5.0,0.03512022507318295,0.001898390544496376,0.5185093078088396,Low,kupwara,7.0,1.8571428571428572,7.0,13.0,kupwara,0.8,0,0.07859774374779824,0.026844801351741585,Low
Bandipore,30,4,378179,7.0,0.07932751421945693,0.01057700189592759,0.7449522580576923,Low,bandipore,1.0,1.0,1.0,1.0,bandipora,1.2,0,0.028213895585481288,0.009356405124826063,Low
Baramula,75,39,1224436,5.0,0.0612526910348928,0.03185139933814426,0.5465520451865186,Low,baramula,11.0,1.0909090909090908,2.0,12.0,baramulla,14.4,0,0.09134856630089022,0.062205225560708254,Low
Ganderbal,58,13,559525,6.0,0.10365935391626827,0.023233993119163576,0.663446673517716,Low,ganderbal,4.0,1.0,1.0,4.0,ganderbal,0.0,0,0.041743142605661386,0.016660465852999348,Low
Anantnag,81,44,1290100,4.0,0.06278583055577087,0.034105883264863184,0.448445856910317,Low,anantnag,16.0,1.0625,2.0,17.0,anantnag,27.7,0,0.09624740320014968,0.09949856137937897,Low
Kishtwar,55,29,231938,5.0,0.2371323370900844,0.12503341410204452,0.6810828755960645,Low,kishtwar,8.0,1.0,1.0,8.0,kishtwar,17.5,0,0.017303643286130006,0.058240413992308365,Low
Srinagar,73,7,904040,6.0,0.08074863944073271,0.007743020220344232,0.6442458298305386,Low,srinagar,3.0,1.0,1.0,3.0,srinagar,1.2000000000000002,0,0.06744554870867632,0.01527517703070891,Low
Badgam,51,11,992328,6.0,0.051394297046944155,0.011085044461105602,0.631239670754025,Low,badgam,5.0,1.0,1.0,5.0,budgam,8.4,0,0.07403224023160851,0.03343082565748148,Low
Pulwama,76,17,1008086,4.0,0.07539039327993842,0.016863640602091487,0.446127016941015,Low,pulwama,10.0,1.0,1.0,10.0,pulwama,5.4,0,0.07520785962516556,0.04362105300673733,Low
Punch,155,13,697454,4.0,0.2222368787045454,0.018639222084897357,0.5204380503947214,Low,punch,0.0,0.0,0.0,0.0,,0.0,0,0.05203328141350066,0.0027249996869347067,Low
Shupiyan,32,1,391024,6.0,0.08183640901837227,0.0025573877818241336,0.6421968984000983,Low,shupiyan,0.0,0.0,0.0,0.0,,0.0,0,0.029172191759503394,0.0034805098982406187,Low
Kulgam,49,7,578651,6.0,0.08467971195072678,0.012097101707246682,0.6483884068289868,Low,kulgam,1.0,1.0,1.0,1.0,kulgam,0.0,0,0.04317003031483592,0.006798890334395605,Low
Rajouri,109,18,659577,4.0,0.1652574301408327,0.02729021782142191,0.4962738239811273,Low,rajouri,13.0,1.3076923076923077,5.0,17.0,rajouri,9.4,0,0.04920748272269214,0.06018165152056473,Low
Ramban,49,18,360350,5.0,0.13597890939364504,0.04995143610378799,0.5929651727487165,Low,ramban,11.0,1.0,1.0,11.0,ramban,8.8,0,0.02688377005129365,0.05328767323868289,Low
Reasi,63,18,394393,5.0,0.15973914344321527,0.04563975526949008,0.6026894493563527,Low,reasi,5.0,1.0,1.0,5.0,reasi,4.300000000000001,0,0.029423534679727647,0.02649900259510038,Low
Doda,122,34,563657,4.0,0.21644368827141328,0.06032037214121354,0.5383820302063134,Low,doda,11.0,1.0909090909090908,2.0,12.0,doda,20.6,0,0.042051408840854794,0.07216318458966654,Low
Jammu,274,80,1766664,5.0,0.15509457372765847,0.04528308721975429,0.6001888304737064,Low,jammu,16.0,6.25,67.0,100.0,jammu,62.400000000000006,0,0.13180127302316816,0.15702358801681027,Low
Kathua,112,21,639161,4.0,0.17522971520477626,0.032855571600895556,0.5040426434028359,Low,kathua,6.0,1.1666666666666667,2.0,7.0,kathua,10.100000000000001,0,0.04768435507077814,0.03858209547423899,Low
Udhampur,121,8,695644,5.0,0.17393954378963952,0.011500135126587737,0.5927198394581137,Low,udhampur,8.0,1.0,1.0,8.0,udhampur,6.2,0,0.051898247075238296,0.03932905791123693,Low
Samba,33,0,433040,6.0,0.07620543136892666,0.0,0.6381027156844634,Low,samba,2.0,1.5,2.0,3.0,samba,0.8,0,0.03230677891775275,0.01127164443764664,Low
Muzaffarabad,29,0,9108,8.0,3.184014053579271,0.0,2.392007026789636,Low,muzaffarabad,0.0,0.0,0.0,0.0,,0.0,0,0.0006794987585047387,0.014826401155054795,Low
Mirpur,29,0,7110,8.0,4.0787623066104075,0.0,2.8393811533052036,Low,mirpur,26.0,1.5384615384615385,6.0,40.0,hamirpur,16.6,0,0.000530438754168719,0.1293951536504294,Low
Sahibganj,3,0,1863699,5.0,0.0016097019958695048,0.0,0.5008048509979347,Low,sahibganj,0.0,0.0,0.0,0.0,,0.0,0,0.1390405310415594,0.0027387930723493563,Low
Godda,16,0,1541633,5.0,0.01037860502467189,0.0,0.505189302512336,Low,godda,1.0,1.0,1.0,1.0,godda,1.6,0,0.1150129237560316,0.00858774601040901,Low
Pakur,1,0,1077497,6.0,0.0009280768299122874,0.0,0.6004640384149562,Low,pakur,0.0,0.0,0.0,0.0,,0.0,0,0.08038623998601015,0.0032921632564301027,Low
Giridih,12,0,3023152,4.0,0.0039693670711892755,0.0,0.40198468353559463,Low,giridih,0.0,0.0,0.0,0.0,,0.0,0,0.2255410661804038,0.002236209142923843,Low
Dumka,8,0,1522340,6.0,0.005255067856063691,0.0,0.6026275339280319,Low,dumka,0.0,0.0,0.0,0.0,,0.0,0,0.11357357707752568,0.0033602660008225224,Low
Deoghar,3,0,1878226,4.0,0.0015972518749074924,0.0,0.40079862593745375,Low,deoghar,1.0,1.0,1.0,1.0,deoghar,0.8,0,0.1401243121641767,0.006646860565960524,Low
Palamu,23,1,2294123,8.0,0.010025617632533216,0.00043589641880579204,0.8052307570256696,Low,palamu,0.0,0.0,0.0,0.0,,0.0,0,0.1711521443079893,0.004773046518238559,Low
Chatra,8,3,1313082,2.0,0.006092536490485742,0.0022847011839321535,0.20418861883720896,Low,chatra,0.0,0.0,0.0,0.0,,0.0,0,0.09796196627304779,0.0007407900821705341,Low
Garhwa,10,0,1689634,2.0,0.005918441508634414,0.0,0.20295922075431722,Low,garhwa,9.0,2.3333333333333335,7.0,21.0,garhwal,39.0,0,0.1260544801633065,0.09355418090235186,Low
Jamtara,1,0,923311,6.0,0.0010830586877011103,0.0,0.6005415293438506,Low,jamtara,0.0,0.0,0.0,0.0,,0.0,0,0.06888325408583319,0.00327394500842993,Low
Dhanbad,1,1,3014375,1.0,0.00033174372797014305,0.00033174372797014305,0.10033174372797014,Low,dhanbad,0.0,0.0,0.0,0.0,,0.0,0,0.2248862615467415,0.00027120976205459424,Low
Latehar,1,0,974550,2.0,0.0010261146170027192,0.0,0.20051305730850136,Low,latehar,0.0,0.0,0.0,0.0,,0.0,0,0.0727059195323664,0.0006757522329731236,Low
Bokaro,12,1,2426002,2.0,0.004946409772127146,0.0004122008143439288,0.20267930529323555,Low,bokaro,0.0,0.0,0.0,0.0,,0.0,0,0.18099092524484112,0.0008661051176269735,Low
Ramgarh,4,11,1068909,2.0,0.00374213333408176,0.01029086666872484,0.20701650000140331,Low,ramgarh,2.0,1.0,1.0,2.0,ramgarh,4.5,0,0.07974553562302829,0.01456451973800547,Low
Ranchi,45,6,3525357,5.0,0.012764664685023389,0.001701955291336452,0.50723330998818,Low,ranchi,4.0,1.0,1.0,4.0,ranchi,3.2,0,0.2630078727257345,0.021212026039021243,Low
Lohardaga,7,0,575951,2.0,0.012153811695786622,0.0,0.20607690584789332,Low,lohardaga,0.0,0.0,0.0,0.0,,0.0,0,0.042968597876544,0.0006635743235189587,Low
Gumla,8,0,1266667,4.0,0.006315787811634786,0.0,0.4031578939058174,Low,gumla,1.0,1.0,1.0,1.0,gumla,0.0,0,0.09449919344959616,0.005285844661507827,Low
Khunti,3,2,661665,2.0,0.004534016458479745,0.003022677638986496,0.20377834704873313,Low,khunti,0.0,0.0,0.0,0.0,,0.0,0,0.04936325714163789,0.0006590176124024194,Low
Saraikela-kharsawan,1,0,1170854,2.0,0.0008540774511595809,0.0,0.2004270387255798,Low,saraikela-kharsawan,0.0,0.0,0.0,0.0,,0.0,0,0.08735110226068371,0.0006990293367928283,Low
Purbi Singhbhum,32,0,2787911,3.0,0.011478128247279056,0.0,0.30573906412363955,Low,purbi singhbhum,1.0,1.0,1.0,1.0,purbi west singhbhum,2.4000000000000004,0,0.20799100387809666,0.008742660426475507,Low
Pashchimi Singhbhum,2,0,1744372,3.0,0.001146544429743197,0.0,0.3005732722148716,Low,pashchimi singhbhum,2.0,4.0,7.0,8.0,pashchimi west singhbhum,0.4,0,0.13013818712894465,0.00858231154072395,Low
Simdega,1,0,677321,2.0,0.0014764048361116811,0.0,0.20073820241805584,Low,simdega,0.0,0.0,0.0,0.0,,0.0,0,0.05053126686530392,0.0006411256310199938,Low
Kodarma,1,0,894355,2.0,0.0011181242347837268,0.0,0.20055906211739188,Low,kodarma,0.0,0.0,0.0,0.0,,0.0,0,0.06672300309206253,0.0006663136965652488,Low
Hazaribagh,1,1,2130620,1.0,0.0004693469506528616,0.0004693469506528616,0.10046934695065286,Low,hazaribagh,0.0,0.0,0.0,0.0,,0.0,0,0.1589540672864917,0.0001647915411274644,Low
Bidar,89,7,1848763,8.0,0.04814029705267792,0.00378631549852523,0.8259633062756017,Low,bidar,0.0,0.0,0.0,0.0,,0.0,0,0.13792623663477122,0.004853947373672279,Low
Kalaburagi,112,16,2925453,8.0,0.03828466907518255,0.005469238439311792,0.8218769537572472,Low,kalaburagi,12.0,2.0833333333333335,7.0,25.0,kalaburagi,6.800000000000001,0,0.2182522707031141,0.055089499846186975,Low
Belagavi,63,2,5439561,6.0,0.011581816988540067,0.0003676767297949228,0.6059747468591676,Low,belagavi,21.0,1.4285714285714286,4.0,30.0,belagavi,15.3,0,0.4058163094324544,0.09712168852791468,Low
Yadgir,64,5,1373369,13.0,0.04660073148585704,0.0036406821473325816,1.3251207068165949,Low,yadgir,2.0,1.0,1.0,2.0,yadgir,0.6,0,0.10245965420167923,0.015533180657734355,Low
Bagalkote,67,4,2065589,14.0,0.032436268783383335,0.001936493658709453,1.4171863812210466,Low,bagalkote,3.0,1.0,1.0,3.0,bagalkote,4.800000000000001,0,0.15410245510332066,0.026308025746103175,Low
Raichur,141,34,2140588,8.0,0.06586975167570779,0.01588348621967422,0.8408766189476911,Low,raichur,9.0,1.2222222222222223,2.0,11.0,raichur,8.9,0,0.15969772600682275,0.04877008362405426,Low
Koppal,74,3,1551558,11.0,0.047693995325988454,0.001933540351053586,1.124813767838521,Low,koppal,4.0,3.25,7.0,13.0,koppal,2.8000000000000003,0,0.11575337447827133,0.024342093773956446,Low
Gadag,82,8,1218001,10.0,0.06732342584283592,0.006568139106618139,1.036945782474727,Low,gadag,4.0,1.0,1.0,4.0,gadag,0.8,0,0.09086848565629449,0.020474232408465645,Low
Ballari,147,30,2961339,8.0,0.04963970690285712,0.010130552429154515,0.8298851296660059,Low,ballari,10.0,4.3,28.0,43.0,ballari,13.9,0,0.220929531621834,0.06019168963916617,Low
Dharwad,123,30,2085599,7.0,0.05897586256993794,0.014384356724375108,0.7366801096471566,Low,dharwad,15.0,1.6,7.0,24.0,dharwad,11.3,0,0.1555952932848841,0.07152309138878526,Low
Uttara Kannada,102,19,1597345,7.0,0.06385596098525992,0.01189473783058763,0.7378753494079239,Low,uttara kannada,0.0,0.0,0.0,0.0,,0.0,0,0.1191692956086684,0.004249914658645939,Low
